"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1352294","occ","","","183382","Stehlinia gracilis","species","136294","MP 20","MP 21","37.2","28.4","61221"
"1352349","occ","","","183396","Archaeonycteridae","family","40629","MP 10","MP 11","55.8","40.4","61226"
"1352350","occ","","","183396","Eochiroptera","suborder","347892","MP 10","MP 11","55.8","40.4","61226"
"1352937","occ","","","183452","Stehlinia gracilis","species","136294","MP 22","","33.9","28.4","61260"
"1352938","occ","","","183452","Stehlinia bonisi","species","348689","MP 22","","33.9","28.4","61260"
"1352939","occ","","","183452","Vespertiliavus gracilis","species","348690","MP 22","","33.9","28.4","61260"
"1352940","occ","","","183452","Hipposideros morloti","species","348692","MP 22","","33.9","28.4","61260"
"1352941","occ","","","183452","Palaeophyllophora quercyi","species","348691","MP 22","","33.9","28.4","61260"
"1352942","occ","","","183452","Vaylatsia prisca","species","348693","MP 22","","33.9","28.4","61260"
"1352943","occ","","","183452","Mixopteryx dubia","species","348695","MP 22","","33.9","28.4","61260"
"1352944","occ","","","183452","Mixopteryx weithoferi","species","348696","MP 22","","33.9","28.4","61260"
"1354224","occ","","","31748","Myotis","genus","40678","Early Oligocene","","33.9","28.4","61354"
"1354664","occ","","","12842","Hipposideros schlosseri","species","255161","Priabonian","","38","33.9","61372"
"1354665","occ","","","12842","Palaeophyllophora quercyi","species","348691","Priabonian","","38","33.9","61372"
"1354666","occ","","","12842","Palaeophyllophora oltina","species","349278","Priabonian","","38","33.9","61372"
"1354667","occ","","","12842","Palaeophyllophora","genus","67834","Priabonian","","38","33.9","61372"
"1354668","occ","","","12842","Rhinolophus priscus","species","136292","Priabonian","","38","33.9","61372"
"1355326","occ","","","41120","Microchiroptera","suborder","40627","Late Eocene","","37.2","33.9","61481"
"1355334","occ","","","174738","Archaeonycteridae","family","40629","Middle Eocene","","48.6","37.2","61481"
"1355345","occ","","","41116","Lapichiropteryx xiei","species","349786","Sharamurunian","","48.6","37.2","61481"
"1355346","occ","","","41116","Lapichiropteryx","genus","349785","Sharamurunian","","48.6","37.2","61481"
"1355347","occ","","","41116","Icaronycteris","genus","40632","Sharamurunian","","48.6","37.2","61481"
"1356481","occ","","","177581","Palaeochiropterygidae","family","135585","Bartonian","","41.3","38","61550"
"1356482","occ","","","177581","Stehlinia","genus","40689","Bartonian","","41.3","38","61550"
"1356564","occ","","","184174","Vespertiliavus lapradei","species","350418","MP 14","","48.6","40.4","61561"
"1356853","occ","","","184245","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","61580"
"1356861","occ","","","184245","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","61580"
