"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=chiroptera"
"Access Time","Thu 2017-02-16 07:22:10 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","chiroptera"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0726"
"Records Found","1220"
"Records Returned","1220"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"915252","occ","","","103991","Myotis keenii","species","48912","","Myotis keenii","species","52642","Late Pleistocene","","0.126","0.0117","35027"
"915253","occ","","","103991","Myotis grisescens","species","119647","","Myotis grisescens","species","119647","Late Pleistocene","","0.126","0.0117","35027"
"915254","occ","","","103991","Pipistrellus subflavus","species","50360","","Pipistrellus subflavus","species","52648","Late Pleistocene","","0.126","0.0117","35027"
"915255","occ","","","103991","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","35027"
"915256","occ","","","103991","Plecotus cf. townsendii","species","50428","","Plecotus townsendii","species","50428","Late Pleistocene","","0.126","0.0117","35027"
"915257","occ","","","103991","Lasiurus borealis","species","47490","","Lasiurus borealis","species","52636","Late Pleistocene","","0.126","0.0117","35027"
"915677","occ","","","104758","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","34884"
"915678","occ","","","104758","Myotis spp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","34884"
"915927","occ","","","104797","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Late Pleistocene","","0.126","0.0117","35005"
"919173","occ","","","104034","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","1461"
"919174","occ","","","104034","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","Holocene","0.126","0","1461"
"919226","occ","","","104035","Myotis lucifugus","species","48914","","Myotis lucifugus","species","52644","Late Pleistocene","Holocene","0.126","0","1461"
"919227","occ","","","104035","Myotis keeni","species","40678","species not entered","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","1461"
"919228","occ","","","104035","Myotis griscens","species","40678","species not entered","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","1461"
"919229","occ","","","104035","Myotis leibii","species","40678","species not entered","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","1461"
"919230","occ","","","104035","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","1461"
"919232","occ","","","104035","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","Holocene","0.126","0","1461"
"919233","occ","","","104035","Plecotus sp.","genus","40684","","Plecotus","genus","40684","Late Pleistocene","Holocene","0.126","0","1461"
"919259","occ","","","104037","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Holocene","","0.0117","0","1461"
"919268","occ","","","104040","Eptesicus sp.","genus","40671","","Eptesicus","genus","40671","Holocene","","0.0117","0","1461"
"919269","occ","","","104040","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Holocene","","0.0117","0","1461"
"919307","occ","","","104662","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Middle Pleistocene","","0.781","0.126","1461"
"919331","occ","","","104664","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Late Pleistocene","","0.126","0.0117","1461"
"919385","occ","","","104672","Myotis cf. lucifugus","species","48914","","Myotis lucifugus","species","52644","Late Pleistocene","Holocene","0.126","0","1461"
"919386","occ","","","104672","Myotis keeni","species","40678","species not entered","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","1461"
"919387","occ","","","104672","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","1461"
"919388","occ","","","104672","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","Holocene","0.126","0","1461"
"919389","occ","","","104672","Eptesicus sp.","genus","40671","","Eptesicus","genus","40671","Late Pleistocene","Holocene","0.126","0","1461"
"919421","occ","","","20388","Myotis sp.","genus","40678","","Myotis","genus","40678","Irvingtonian","","1.8","0.3","1461"
"919423","occ","","","20388","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Irvingtonian","","1.8","0.3","1461"
"919424","occ","","","20388","Plecotus sp.","genus","40684","","Plecotus","genus","40684","Irvingtonian","","1.8","0.3","1461"
"919464","occ","","","104676","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","1461"
"919465","occ","","","104676","Eptesicus sp.","genus","40671","","Eptesicus","genus","40671","Late Pleistocene","","0.126","0.0117","1461"
"919492","occ","","","104680","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Late Pleistocene","Holocene","0.126","0","1461"
"919521","occ","","","104685","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Late Pleistocene","","0.126","0.0117","1461"
"919537","occ","","","104689","Lasionycteris noctivagans","species","47488","","Lasionycteris noctivagans","species","52645","Late Pleistocene","Holocene","0.126","0","1461"
"919560","occ","","","104691","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","Holocene","0.126","0","1461"
"919566","occ","","","104694","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Late Pleistocene","","0.126","0.0117","1461"
"920315","occ","","","104662","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Middle Pleistocene","","0.781","0.126","35161"
"920383","occ","","","105120","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Pleistocene","","2.588","0.0117","35165"
"926258","occ","","","55494","n. gen. Protonycteris n. sp. gunnelli","species","178566","","Protonycteris gunnelli","species","178566","Ypresian","","56","47.8","35350"
"926259","occ","","","55494","Hassianycteris n. sp. kumari","species","178572","","Hassianycteris kumari","species","178572","Ypresian","","56","47.8","35350"
"926260","occ","","","55494","n. gen. Microchiropteryx n. sp. folieae","species","178575","","Microchiropteryx folieae","species","178575","Ypresian","","56","47.8","35350"
"934318","occ","","","82258","Myotis keenii","species","48912","","Myotis keenii","species","52642","Late Pleistocene","","0.126","0.0117","35381"
"934319","occ","","","82258","Myotis cf. lucifugus","species","48914","","Myotis lucifugus","species","52644","Late Pleistocene","","0.126","0.0117","35381"
"934320","occ","","","82258","Eptesicus cf. grandis","species","119649","subjective synonym of","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","35381"
"934325","occ","","","82258","Eptesicus cf. fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","35381"
"934326","occ","","","82258","Eptesicus sp.","genus","40671","","Eptesicus","genus","40671","Late Pleistocene","","0.126","0.0117","35381"
"934327","occ","","","82258","Pipistrellus subflavus","species","50360","","Pipistrellus subflavus","species","52648","Late Pleistocene","","0.126","0.0117","35381"
"934328","occ","","","82258","Lasiurus cf. borealis","species","47490","","Lasiurus borealis","species","52636","Late Pleistocene","","0.126","0.0117","35381"
"1012869","occ","","","93332","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","39873"
"1012870","occ","","","93332","Pipistrellus subflavus","species","50360","","Pipistrellus subflavus","species","52648","Late Pleistocene","","0.126","0.0117","39873"
"1012871","occ","","","93332","Plecotus sp.","genus","40684","","Plecotus","genus","40684","Late Pleistocene","","0.126","0.0117","39873"
"1012872","occ","","","93332","Lasiurus borealis","species","47490","","Lasiurus borealis","species","52636","Late Pleistocene","","0.126","0.0117","39873"
"1012873","occ","","","93332","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","39873"
"1012874","occ","","","93332","Desmodus sp.","genus","40655","","Desmodus","genus","40655","Late Pleistocene","","0.126","0.0117","39873"
"1012875","occ","","","93332","Myotis grisescens ?","species","119647","","Myotis grisescens","species","119647","Late Pleistocene","","0.126","0.0117","39873"
"1012877","occ","","","123875","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Pleistocene","","2.588","0.0117","39873"
"1012878","occ","","","123875","Pipistrellus subflavus","species","50360","","Pipistrellus subflavus","species","52648","Pleistocene","","2.588","0.0117","39873"
"1012879","occ","","","123875","Plecotus sp.","genus","40684","","Plecotus","genus","40684","Pleistocene","","2.588","0.0117","39873"
"1012880","occ","","","123875","Lasiurus borealis","species","47490","","Lasiurus borealis","species","52636","Pleistocene","","2.588","0.0117","39873"
"1012881","occ","","","123875","Tadarida cf. brasiliensis","species","51982","","Tadarida brasiliensis","species","49249","Pleistocene","","2.588","0.0117","39873"
"1012882","occ","","","123875","Myotis sp.","genus","40678","","Myotis","genus","40678","Pleistocene","","2.588","0.0117","39873"
"1014101","occ","","","123868","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","39856"
"1014138","occ","","","124198","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","39856"
"1014180","occ","","","124199","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","39856"
"1014181","occ","","","124199","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","39856"
"1014182","occ","","","124199","Pipistrellus subflavus","species","50360","","Pipistrellus subflavus","species","52648","Late Pleistocene","","0.126","0.0117","39856"
"1015145","occ","","","124089","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","39880"
"1015146","occ","","","124089","Pipistrellus subflavus","species","50360","","Pipistrellus subflavus","species","52648","Late Pleistocene","","0.126","0.0117","39880"
"1015147","occ","","","124089","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","39880"
"1015148","occ","","","124089","Corynorhinus sp.","genus","45285","obsolete variant of","Plecotus (Corynorhinus)","subgenus","45285","Late Pleistocene","","0.126","0.0117","39880"
"1020748","occ","","","124950","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","40496"
"1028318","occ","","","125941","Myotis keeni","species","40678","species not entered","Myotis","genus","40678","Pleistocene","","2.588","0.0117","40888"
"1028319","occ","","","125941","Myotis sp.","genus","40678","","Myotis","genus","40678","Pleistocene","","2.588","0.0117","40888"
"1028320","occ","","","125941","Pipistrellus subflavus","species","50360","","Pipistrellus subflavus","species","52648","Pleistocene","","2.588","0.0117","40888"
"1028321","occ","","","125941","Lasiurus borealis","species","47490","","Lasiurus borealis","species","52636","Pleistocene","","2.588","0.0117","40888"
"1028848","occ","","","20302","Pipistrellus sp.","genus","40683","","Pipistrellus","genus","40683","Irvingtonian","","1.8","0.3","40890"
"1028866","occ","","","20302","Vespertilio grandis","species","40692","species not entered","Vespertilio","genus","40692","Irvingtonian","","1.8","0.3","39868"
"1028867","occ","","","20302","Vespertilio sp.","genus","40692","","Vespertilio","genus","40692","Irvingtonian","","1.8","0.3","39868"
"1028931","occ","","","124319","Myotis leibi","species","48913","","Myotis leibi","species","52643","Pleistocene","","2.588","0.0117","40654"
"1028932","occ","","","124319","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Pleistocene","","2.588","0.0117","40654"
"1028933","occ","","","124319","Pipistrellus subflavus","species","50360","","Pipistrellus subflavus","species","52648","Pleistocene","","2.588","0.0117","40654"
"1028934","occ","","","124319","Plecotus sp.","genus","40684","","Plecotus","genus","40684","Pleistocene","","2.588","0.0117","40654"
"1033763","occ","","","93332","Desmodus cf. stocki","species","45613","","Desmodus stocki","species","45613","Late Pleistocene","","0.126","0.0117","40654"
"1033772","occ","","","93332","Myotis leibii","species","40678","species not entered","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","40654"
"1033822","occ","","","20555","Myotis sp.","genus","40678","","Myotis","genus","40678","Irvingtonian","","1.8","0.3","40654"
"1033823","occ","","","20555","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Irvingtonian","","1.8","0.3","40654"
"1033824","occ","","","20555","Pipistrellus cf. subflavus","species","50360","","Pipistrellus subflavus","species","52648","Irvingtonian","","1.8","0.3","40654"
"1033825","occ","","","20555","Plecotus sp.","genus","40684","","Plecotus","genus","40684","Irvingtonian","","1.8","0.3","40654"
"1034196","occ","","","20302","Corynorhinus n. sp. alleganiensis","species","45286","recombined as","Plecotus alleganiensis","species","45286","Irvingtonian","","1.8","0.3","41080"
"1037622","occ","","","93332","Desmodus stocki","species","45613","","Desmodus stocki","species","45613","Late Pleistocene","","0.126","0.0117","41246"
"1040193","occ","","","127346","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Pliocene","","5.333","2.588","41443"
"1040205","occ","","","48126","Taphozous ? sp.","genus","40637","","Taphozous","genus","40637","Middle Miocene","","15.97","11.608","41424"
"1040206","occ","","","48126","Megaderma sp.","genus","40642","","Megaderma","genus","40642","Middle Miocene","","15.97","11.608","41424"
"1040207","occ","","","48126","Rhinolophus n. sp. yongyuthi","species","234176","","Rhinolophus yongyuthi","species","234176","Middle Miocene","","15.97","11.608","41424"
"1040208","occ","","","48126","Hipposideros (Brachipposideros) n. sp. khengkao","species","92089","species not entered","Brachipposideros","genus","92089","Middle Miocene","","15.97","11.608","41424"
"1040209","occ","","","48126","Hipposideros n. sp. felix","species","234178","","Hipposideros felix","species","234178","Middle Miocene","","15.97","11.608","41424"
"1040210","occ","","","48126","Ia n. sp. lanna","species","234179","species not entered","Ia","genus","234179","Middle Miocene","","15.97","11.608","41424"
"1040211","occ","","","48126","Rhizomops n. sp. mengraii","species","234182","","Rhizomops mengraii","species","234182","Middle Miocene","","15.97","11.608","41424"
"1074689","occ","32844","","68021","cf. Myotis horaceki","species","40678","species not entered","Myotis","genus","40678","Rupelian","","33.9","28.1","60711"
"1079819","occ","","F","133648","Notonycteris magdalenensis","species","249112","","Notonycteris magdalenensis","species","249112","Laventan","","13.8","11.8","43341"
"1086196","occ","","","136227","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Pliocene","","5.333","2.588","18141"
"1091828","occ","","","48325","cf. Paleptesicus noctuloides","species","40682","species not entered","Paleptesicus","genus","40682","MN 5","","15.97","13.65","43885"
"1091829","occ","","","48325","cf. Paleptesicus sp.","genus","40682","","Paleptesicus","genus","40682","MN 5","","15.97","13.65","43885"
"1096509","occ","","","87795","Nycterididae indet.","family","306562","","Nycterididae","family","306562","Ypresian","Lutetian","56","41.3","44327"
"1096510","occ","","","87795","Dizzya exsultans","species","255586","","Dizzya exsultans","species","255586","Ypresian","Lutetian","56","41.3","44327"
"1132115","occ","","","144064","Noctilio lacrimaelunaris","species","266644","","Noctilio lacrimaelunaris","species","266644","Huayquerian","","9","6.8","46577"
"1132121","occ","","","144066","Molossidae indet.","family","40693","","Molossidae","family","40693","Huayquerian","","9","6.8","46577"
"1132375","occ","","","144132","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Holocene","","0.0117","0","46614"
"1133545","occ","","","140012","Kiotomops lopezi","species","266938","","Kiotomops lopezi","species","266938","Laventan","","13.8","11.8","46651"
"1135177","occ","","","144585","Macroderma indet.","genus","94084","","Macroderma","genus","94084","Pleistocene","","2.588","0.0117","46780"
"1135755","occ","","","144663","Macrotus waterhousii","species","159106","species not entered","Macrotus","genus","159106","Holocene","","0.0117","0","46815"
"1135756","occ","","","144663","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Holocene","","0.0117","0","46815"
"1135757","occ","","","144663","Myotis sp.","genus","40678","","Myotis","genus","40678","Holocene","","0.0117","0","46815"
"1135758","occ","","","144663","Tadarida brasiliensis","species","51982","","Tadarida brasiliensis","species","49249","Holocene","","0.0117","0","46815"
"1140661","occ","","","13749","Diclidurus indet.","genus","234752","","Diclidurus","genus","234752","Friasian","","16.3","15.5","46980"
"1140697","occ","","","13749","Noctilio albiventris","species","269558","","Noctilio albiventris","species","269558","Friasian","","16.3","15.5","46980"
"1140700","occ","","F","13749","Notonycteris magdalenensis","species","249112","","Notonycteris magdalenensis","species","249112","Friasian","","16.3","15.5","46980"
"1140701","occ","","","13749","Phyllostominae indet.","subfamily","159129","","Phyllostominae","subfamily","159129","Friasian","","16.3","15.5","46980"
"1140703","occ","","","13749","Glossophaginae indet.","subfamily","159130","","Glossophaginae","subfamily","159130","Friasian","","16.3","15.5","46980"
"1140744","occ","","","13749","Thyroptera n. sp. robusta","species","269560","","Thyroptera robusta","species","269560","Friasian","","16.3","15.5","46980"
"1140745","occ","","","13749","cf. Thyroptera tricolor","species","103158","species not entered","Thyroptera","genus","103158","Friasian","","16.3","15.5","46980"
"1140808","occ","","","144401","Potamops mascahehenes","species","269566","","Potamops mascahehenes","species","269566","Laventan","","13.8","11.8","46980"
"1143995","occ","","","13749","Emballonuridae indet.","family","40636","","Emballonuridae","family","40636","Friasian","","16.3","15.5","47088"
"1144022","occ","","F","145614","Notonycteris magdalenensis","species","249112","","Notonycteris magdalenensis","species","249112","Laventan","","13.8","11.8","47088"
"1144023","occ","","","145614","Notonycteris n. sp. sucharadeus","species","270343","","Notonycteris sucharadeus","species","270343","Laventan","","13.8","11.8","47088"
"1144024","occ","","","13749","Notonycteris sucharadeus","species","270343","","Notonycteris sucharadeus","species","270343","Friasian","","16.3","15.5","47088"
"1144025","occ","","","13749","Palynephyllum n. sp. antimaster","species","270345","","Palynephyllum antimaster","species","270345","Friasian","","16.3","15.5","47088"
"1144026","occ","","","13749","Thyroptera lavali","species","270346","","Thyroptera lavali","species","270346","Friasian","","16.3","15.5","47088"
"1144027","occ","","","145614","Eumops sp.","genus","40694","","Eumops","genus","40694","Laventan","","13.8","11.8","47088"
"1145299","occ","","","145845","Desmodus n. sp. archaeodaptes","species","270547","","Desmodus archaeodaptes","species","270547","Irvingtonian","","1.8","0.3","47135"
"1145424","occ","","","145874","Desmodus n. sp. draculae","species","270550","","Desmodus draculae","species","270550","Early Pleistocene","","2.588","0.781","47135"
"1155905","occ","","","147815","Chrotopterus auritus","species","273786","","Chrotopterus auritus","species","273786","Pleistocene","Holocene","2.588","0","47558"
"1186482","occ","","","151091","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Middle Miocene","","15.97","11.608","48538"
"1186483","occ","","","151091","Hipposideridae indet.","family","40647","","Hipposideridae","family","40647","Middle Miocene","","15.97","11.608","48538"
"1196129","occ","","","154722","Myotis austroriparius","species","48908","","Myotis austroriparius","species","52635","Late Pleistocene","","0.126","0.0117","50316"
"1196130","occ","","","154722","Eptesicus fuscus","species","46252","","Eptesicus fuscus","species","52640","Late Pleistocene","","0.126","0.0117","50316"
"1196131","occ","","","154722","Nycticeius humeralis","species","49246","","Nycticeius humeralis","species","52641","Late Pleistocene","","0.126","0.0117","50316"
"1196132","occ","","","154722","Mormoops megalophylla","species","40657","species not entered","Mormoops","genus","40657","Late Pleistocene","","0.126","0.0117","50316"
"1196912","occ","","","154805","Myotis cf. austroriparius","species","48908","","Myotis austroriparius","species","52635","Late Pleistocene","","0.126","0.0117","2451"
"1196913","occ","","","154805","Myotis grisescens","species","119647","","Myotis grisescens","species","119647","Late Pleistocene","","0.126","0.0117","2451"
"1196914","occ","","","154805","Myotis sp.","genus","40678","","Myotis","genus","40678","Late Pleistocene","","0.126","0.0117","2451"
"1196915","occ","","","154805","cf. Lasiurus intermedius","species","47494","","Lasiurus intermedius","species","47494","Late Pleistocene","","0.126","0.0117","2451"
"1196916","occ","","","154805","Pipistrellus subflavus","species","50360","","Pipistrellus subflavus","species","52648","Late Pleistocene","","0.126","0.0117","2451"
"1198128","occ","","","144649","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Pleistocene","","2.588","0.0117","50474"
"1200567","occ","","","155350","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Late Pleistocene","Holocene","0.126","0","50696"
"1201172","occ","","","155393","Antrozous pallidus","species","44138","","Antrozous pallidus","species","52646","Late Pleistocene","","0.126","0.0117","50711"
"1202948","occ","","","144879","Phyllostominae indet.","subfamily","159129","","Phyllostominae","subfamily","159129","Early Hemingfordian","","20.43","15.97","50863"
"1203070","occ","","","55602","Molossidae indet.","family","40693","","Molossidae","family","40693","Tortonian","","11.62","7.246","50874"
"1234333","occ","","","162464","Dhofarella n. sp. thaleri","species","306558","","Dhofarella thaleri","species","306558","Early Oligocene","","33.9","28.4","52912"
"1234334","occ","","","162464","n. gen. Chibanycteris n. sp. herberti","species","306561","","Chibanycteris herberti","species","306561","Early Oligocene","","33.9","28.4","52912"
"1234335","occ","","","162464","Hipposideros n. sp. omani","species","306559","","Hipposideros omani","species","306559","Early Oligocene","","33.9","28.4","52912"
"1234336","occ","","","162464","Philisis n. sp. sevketi","species","136263","species not entered","Philisis","genus","136263","Early Oligocene","","33.9","28.4","52912"
"1234337","occ","","","162464","cf. Philisis sp.","genus","136263","","Philisis","genus","136263","Early Oligocene","","33.9","28.4","52912"
"1234338","occ","","","162464","Hipposideridae indet.","family","40647","","Hipposideridae","family","40647","Early Oligocene","","33.9","28.4","52912"
"1234339","occ","","","162464","Vespertilionoidea indet.","superfamily","40660","","Vespertilionoidea","superfamily","40660","Early Oligocene","","33.9","28.4","52912"
"1234340","occ","","","162464","Microchiroptera indet.","suborder","40627","","Microchiroptera","suborder","40627","Early Oligocene","","33.9","28.4","52912"
"1262948","occ","","","167717","Rhinolophus cf. euryale","species","94476","","Rhinolophus euryale","species","94476","Pliocene","","5.333","2.588","54770"
"1262949","occ","","","167717","Myotis sp.","genus","40678","","Myotis","genus","40678","Pliocene","","5.333","2.588","54770"
"1265782","occ","","","75481","Eptesicus campanensis","species","56998","","Eptesicus campanensis","species","56998","MN 9","","11.1","9.7","55045"
"1265783","occ","","","75481","Eptesicus informal sp. nov.","genus","40671","","Eptesicus","genus","40671","MN 9","","11.1","9.7","55045"
"1265784","occ","","","75481","cf. Miostrellus risgoviensis","species","92015","","Miostrellus risgoviensis","species","92015","MN 9","","11.1","9.7","55045"
"1296635","occ","","","172927","Cuvierimops sp.","genus","327569","","Cuvierimops","genus","327569","MP 26","","28.4","23.03","56216"
"1304898","occ","","","68430","Palaeochiropterygidae ? indet.","family","135585","","Palaeochiropterygidae","family","135585","Ypresian","","56","47.8","57055"
"1306380","occ","","","174913","Microchiroptera indet.","suborder","40627","","Microchiroptera","suborder","40627","Late Eocene","","37.2","33.9","57176"
"1306383","occ","","","174914","Microchiroptera indet.","suborder","40627","","Microchiroptera","suborder","40627","Late Eocene","","37.2","33.9","57176"
"1309127","occ","","","73690","Mystacinidae informal unnamed species 1","species","66295","species not entered","Mystacinidae","family","66295","Altonian","","19","15.9","49184"
"1309128","occ","","","153884","Mystacinidae informal unnamed species 1","species","66295","species not entered","Mystacinidae","family","66295","Altonian","","19","15.9","49184"
"1309129","occ","","","153884","Mystacinidae informal unnamed species 2","species","66295","species not entered","Mystacinidae","family","66295","Altonian","","19","15.9","49184"
"1309130","occ","","","73690","Mystacinidae informal unnamed species 2","species","66295","species not entered","Mystacinidae","family","66295","Altonian","","19","15.9","49184"
"1309132","occ","","","152098","Mystacina n. sp. miocenalis","species","333939","","Mystacina miocenalis","species","333939","Altonian","","19","15.9","57474"
"1309133","occ","","","73690","Mystacina miocenalis","species","333939","","Mystacina miocenalis","species","333939","Altonian","","19","15.9","57474"
"1309290","occ","","","59088","n. gen. Australonycteris n. sp. clarkae","species","333972","","Australonycteris clarkae","species","333972","Ypresian","","56","47.8","1780"
"1310619","occ","","","175909","Vampyravus orientalis","species","136268","","Vampyravus orientalis","species","136268","Rupelian","","33.9","28.1","57654"
"1311397","occ","","","176059","Chiroptera informal gen. et sp. nov. 9","species","40622","species not entered","Chiroptera","order","40622","Ypresian","Lutetian","56","41.3","16676"
"1311968","occ","","","149523","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Late Eocene","Early Oligocene","37.2","28.4","57755"
"1312215","occ","","","144474","Molossidae indet.","family","40693","","Molossidae","family","40693","Middle Eocene","","48.6","37.2","57830"
"1312216","occ","","","144474","Phyllostomatidae indet.","family","40654","","Phyllostomatidae","family","40654","Middle Eocene","","48.6","37.2","57830"
"1312217","occ","","","144474","Microchiroptera indet.","suborder","40627","","Microchiroptera","suborder","40627","Middle Eocene","","48.6","37.2","57830"
"1312241","occ","","","176151","Microchiroptera indet.","suborder","40627","","Microchiroptera","suborder","40627","Middle Eocene","","48.6","37.2","57830"
"1312338","occ","","","176130","Rhinolophoidea ? indet.","superfamily","40639","","Rhinolophoidea","superfamily","40639","Late Oligocene","","28.4","23.03","57830"
"1312339","occ","","","176130","Emballonuridae indet.","family","40636","","Emballonuridae","family","40636","Late Oligocene","","28.4","23.03","57830"
"1312340","occ","","","176130","Vespertilionoidea indet.","superfamily","40660","","Vespertilionoidea","superfamily","40660","Late Oligocene","","28.4","23.03","57830"
"1312428","occ","","","176149","Emballonuridae indet.","family","40636","","Emballonuridae","family","40636","Early Miocene","","23.03","15.97","57830"
"1312558","occ","","","176162","Molossidae indet.","family","40693","","Molossidae","family","40693","Late Miocene","","11.608","5.333","57830"
"1312632","occ","","","176156","Emballonuridae indet.","family","40636","","Emballonuridae","family","40636","Late Miocene","","11.608","5.333","57830"
"1313280","occ","","","136269","Rhinolophus sp.","genus","40646","","Rhinolophus","genus","40646","MN 4","","16.9","15.97","57907"
"1313281","occ","","","136269","Rhinolophidae indet.","family","40644","","Rhinolophidae","family","40644","MN 4","","16.9","15.97","57907"
"1313595","occ","","","141368","Phyllostominae indet.","subfamily","159129","","Phyllostominae","subfamily","159129","Colhuehuapian","","21","17.5","57940"
"1313596","occ","","","141368","Mormopterus n. sp. barrancae","species","335780","","Mormopterus barrancae","species","335780","Colhuehuapian","","21","17.5","57940"
"1313597","occ","","","141368","Mormopterus indet.","genus","92096","","Mormopterus","genus","92096","Colhuehuapian","","21","17.5","57940"
"1317381","occ","","","17976","cf. Myotis indet.","genus","40678","","Myotis","genus","40678","Early Barstovian","","15.97","13.6","58390"
"1317410","occ","","","68118","Chiroptera indet.","order","40622","","Chiroptera","order","40622","MN 6","","13.65","12.75","58391"
"1321200","occ","","","136172","Miniopterus schreibersii","species","40676","species not entered","Miniopterus","genus","40676","Late Pleistocene","Holocene","0.126","0","58701"
"1321249","occ","","","136430","Miniopterus schreibersii","species","40676","species not entered","Miniopterus","genus","40676","Pleistocene","","2.588","0.0117","58701"
"1321423","occ","","","136072","Vespertilionidae indet.","family","40663","","Vespertilionidae","family","40663","Pleistocene","","2.588","0.0117","58806"
"1322789","occ","","","84793","Archaeopteropus transiens","species","135790","","Archaeopteropus transiens","species","135790","Early Oligocene","","33.9","28.4","58872"
"1337720","occ","","","180565","Eochiroptera informal indet. 1","species","347892","species not entered","Eochiroptera","suborder","347892","Ypresian","","56","47.8","59914"
"1337721","occ","","","180565","Eochiroptera informal indet. 2","species","347892","species not entered","Eochiroptera","suborder","347892","Ypresian","","56","47.8","59914"
"1337772","occ","","","179812","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Late Oligocene","","28.4","23.03","59924"
"1337831","occ","","","179933","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Late Oligocene","","28.4","23.03","59924"
"1337960","occ","","","180613","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Early Miocene","","23.03","15.97","59924"
"1338015","occ","","","180619","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Early Miocene","","23.03","15.97","59924"
"1341282","occ","","","16542","Chiroptera indet.","order","40622","","Chiroptera","order","40622","Late Uintan","","46.2","40.4","60251"
